id,signal_id,strategy_id,user_id,symbol,isin,exchange,order_type,order_side,product_type,qty,filled_qty,limit_price,trigger_price,avg_fill_price,broker_order_id,broker_status,indira_symbol,exchange_token,status,retry_count,max_retries,last_error,parent_order_id,created_at,placed_at,filled_at,cancelled_at,updated_at,trade_date,exchange_error_code,exchange_error_tag,reject_category,algo_id,broker_trigger_price,broker_limit_price
8975,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r135,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:37:57.009865+00,,,,2026-08-22 08:37:57.017589+00,2026-08-24,,,,,,
8976,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r135,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:37:57.023043+00,,,,2026-08-22 08:37:57.028781+00,2026-08-24,,,,,,
8980,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r136,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:42:57.027537+00,,,,2026-08-22 08:42:57.037442+00,2026-08-24,,,,,,
8981,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r136,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:42:57.043942+00,,,,2026-08-22 08:42:57.049833+00,2026-08-24,,,,,,
8982,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r137,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:45:23.167844+00,,,,2026-08-22 08:45:23.177061+00,2026-08-24,,,,,,
8983,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r137,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:45:23.182651+00,,,,2026-08-22 08:45:23.188898+00,2026-08-24,,,,,,
8984,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r138,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:50:23.177179+00,,,,2026-08-22 08:50:23.186521+00,2026-08-24,,,,,,
8985,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r138,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:50:23.19333+00,,,,2026-08-22 08:50:23.199356+00,2026-08-24,,,,,,
8986,2e1816df-9f5a-510d-9617-22b2e8f81877-amo-20260824-r139,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,MANORAMA,INE00VM01036,NSE,SL_SELL_AMO,SELL,CNC,20,0,1629.50,1634.40,,,,STK_MANORAMA_EQ_NSE_10227,10227,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5086,2026-08-22 08:55:04.310265+00,,,,2026-08-22 08:55:04.318847+00,2026-08-24,,,,,,
8987,8bb6cd9a-5d7f-5492-b5fe-0e2c6b33e081-amo-20260824-r139,e36bd07e-4eb9-48c0-8425-62ce25715149,FIV99,SHANTIGOLD,INE06ZD01017,NSE,SL_SELL_AMO,SELL,CNC,149,0,217.00,217.65,,,,STK_SHANTIGOLD_EQ_NSE_758002,758002,REJECTED,0,3,place order request failed: indira: session expired (AU0xx): AU004 Session expired,5087,2026-08-22 08:55:04.3249+00,,,,2026-08-22 08:55:04.330663+00,2026-08-24,,,,,,
